place name,tweet text
Peshawar,#Pakistan church bomb: Christians mourn 85 killed in Peshawar suicide attack - The Guardian http://t.co/8Y2Ss0YfIf #IIC
Pakistan,#Pakistan church bomb: Christians mourn 85 killed in Peshawar suicide attack - The Guardian http://t.co/8Y2Ss0YfIf #IIC
Pakistan,#Pakistan church bomb: Christians mourn 85 killed in Peshawar suicide attack - The Guardian http://t.co/8Y2Ss0YfIf #IIC
Peshawar,#Pakistan church bomb: Christians mourn 85 killed in Peshawar suicide attack - The Guardian http://t.co/8Y2Ss0YfIf #IIC
Peshawar,#Pakistan church bomb: Christians mourn 85 killed in Peshawar suicide attack - The Guardian http://t.co/8Y2Ss0YfIf #IIC
Pakistan,"Three blasts in 8 days, around 150 people killed and several dozens injured #Peshawar #Pakistan #Taliban"
Peshawar,"Three blasts in 8 days, around 150 people killed and several dozens injured #Peshawar #Pakistan #Taliban"
Peshawar,"Three blasts in 8 days, around 150 people killed and several dozens injured #Peshawar #Pakistan #Taliban"
Pakistan,"Three blasts in 8 days, around 150 people killed and several dozens injured #Peshawar #Pakistan #Taliban"
Peshawar,"Police in #Pakistan say at least 25 killed after suspected car bomb went off in Peshawar, the site of a deadly church bombing last week."
Pakistan,"Police in #Pakistan say at least 25 killed after suspected car bomb went off in Peshawar, the site of a deadly church bombing last week."
Awaran,"RT @CNBCPAKISTAN: 25 killed in yesterday's magnitude 7.2 earthquake in Mashkay, near #Awaran #earthquake"
Mashkay,"RT @CNBCPAKISTAN: 25 killed in yesterday's magnitude 7.2 earthquake in Mashkay, near #Awaran #earthquake"
Pakistan,#Pakistan : At least 31 people #killed by #car-bomb in #Peshawar  http://t.co/vvV1Lcvl22
Peshawar,#Pakistan : At least 31 people #killed by #car-bomb in #Peshawar  http://t.co/vvV1Lcvl22
pakistan,"RT @Tig3rAce: #BREAKINGNEWS : DEATH TOLL MOUNTS TO 28 in #peshawar blast , more thn 40 injured #pakistan"
peshawar,"RT @Tig3rAce: #BREAKINGNEWS : DEATH TOLL MOUNTS TO 28 in #peshawar blast , more thn 40 injured #pakistan"
peshawar,"RT @Tig3rAce: #BREAKINGNEWS : DEATH TOLL MOUNTS TO 28 in #peshawar blast , more thn 40 injured #pakistan"
pakistan,"RT @Tig3rAce: #BREAKINGNEWS : DEATH TOLL MOUNTS TO 28 in #peshawar blast , more thn 40 injured #pakistan"
Pakistan,"Pakistan, explosion of car bomb in Peshawar market causes 29 dead #Peshawar #Pakistan #carbomb #market http://t.co/k4ombZXpwT"
Peshawar,"Pakistan, explosion of car bomb in Peshawar market causes 29 dead #Peshawar #Pakistan #carbomb #market http://t.co/k4ombZXpwT"
Pakistan,Very #Sad #News : 2 consecutive #Blasts in Qisa Khawani Bazar in #Peshawar #Pakistan currently reported dead 33... http://t.co/i3C8Qwmg4O
Peshawar,Very #Sad #News : 2 consecutive #Blasts in Qisa Khawani Bazar in #Peshawar #Pakistan currently reported dead 33... http://t.co/i3C8Qwmg4O
Peshawar,#Pakistan: deadly bomb blast kills dozens in Peshawar #theguardiancom #worldnews #news #taliban
Pakistan,RT @bashirgwakh: 9 members of one family among 33 killed in #QisakhwaniBlast today. 80 injured. #Peshawar #Pakistan
Peshawar,RT @bashirgwakh: 9 members of one family among 33 killed in #QisakhwaniBlast today. 80 injured. #Peshawar #Pakistan
Pakistan,RT @bashirgwakh: 9 members of one family among 33 killed in #QisakhwaniBlast today. 80 injured. #Peshawar #Pakistan
Peshawar,RT @bashirgwakh: 9 members of one family among 33 killed in #QisakhwaniBlast today. 80 injured. #Peshawar #Pakistan
Pakistan,RT @bashirgwakh: 9 members of one family among 33 killed in #QisakhwaniBlast today. 80 injured. #Peshawar #Pakistan
Pakistan,Over 30 killed in #Pakistan #bombing http://t.co/8BbsLgh69c
Pakistan,Over 30 killed in #Pakistan #bombing http://t.co/8BbsLgh69c
Pakistan,RT @NewsBreaker: Satellite photo shows #Pakistan earthquake did indeed create a new island http://t.co/6dnkl6zNYy http://t.co/K8NWXZIVsM
Pakistan,"RT @imodine: Over 30 killed in #Pakistan #bombing http://t.co/CgH8wWPSJY"""
Pakistan,"RT @imodine: Over 30 killed in #Pakistan #bombing http://t.co/CgH8wWPSJY"""
Pakistan,RT @RYOTnews: PHOTO: This Is The New Island Created By Pakistan's Deadly 7.7 Earthquake http://t.co/3IM4LrWzaY #Pakistan #Quake http://t.coâ€¦
Balochistan,RT @Alhaan_: #Balochistan quake: The rising death toll; Many people feared to be remained under wreckage http://t.co/N7s9yMInxl
Balochistan,RT @Alhaan_: #Balochistan quake: The rising death toll; Many people feared to be remained under wreckage http://t.co/N7s9yMInxl
Pakistan,At least 40 dead in Pakistan blast | News - KEYT: At least 40 people were killed and about 100... http://t.co/cbmTtMhPHw #pakistan #news
Baloch,#BalochGenocide: Five more dead bodies found from Panjgur were brutally killed by Pakistani forces. #Balochistan @UN https://t.co/fjGcwHm82o
Baloch,#BalochGenocide: Five more dead bodies found from Panjgur were brutally killed by Pakistani forces. #Balochistan @UN https://t.co/fjGcwHm82o
Pakistan,#BalochGenocide: Five more dead bodies found from Panjgur were brutally killed by Pakistani forces. #Balochistan @UN https://t.co/fjGcwHm82o
Pakistan,#BalochGenocide: Five more dead bodies found from Panjgur were brutally killed by Pakistani forces. #Balochistan @UN https://t.co/fjGcwHm82o
Panjgur,#BalochGenocide: Five more dead bodies found from Panjgur were brutally killed by Pakistani forces. #Balochistan @UN https://t.co/fjGcwHm82o
Baloch,#BalochGenocide: Five more dead bodies found from Panjgur were brutally killed by Pakistani forces. #Balochistan @UN https://t.co/fjGcwHm82o
Balochistan,#BalochGenocide: Five more dead bodies found from Panjgur were brutally killed by Pakistani forces. #Balochistan @UN https://t.co/fjGcwHm82o
Panjgur,#BalochGenocide: Five more dead bodies found from Panjgur were brutally killed by Pakistani forces. #Balochistan @UN https://t.co/fjGcwHm82o
Baloch,#BalochGenocide: Five more dead bodies found from Panjgur were brutally killed by Pakistani forces. #Balochistan @UN https://t.co/fjGcwHm82o
Balochistan,#BalochGenocide: Five more dead bodies found from Panjgur were brutally killed by Pakistani forces. #Balochistan @UN https://t.co/fjGcwHm82o
Panjgur,#BalochGenocide: Five more dead bodies found from Panjgur were brutally killed by Pakistani forces. #Balochistan @UN https://t.co/fjGcwHm82o
Pakistan,"@essel1 Attention was on #KPK, #Pakistan when unfortunate blast in #Church killed many. Why no focus on today's or on yesterday's bus blast?"
Pakistan,Three people killed in drone strike in North #Waziristan #Pakistan #Dunyatv
Waziristan,Three people killed in drone strike in North #Waziristan #Pakistan #Dunyatv
Pakistan,"Death toll from Pakistan market attack rises to 42: Topics Related Video Security officials, rescue   http://t.co/V7wuHbMClB #pakistan"
Pakistan,"RT @bbcworldservice: Number dead in #Pakistan #quake is 348 and rising + 513 injured + 2 army units helping in rescue, disaster operations â€¦"
Pakistan,"RT @bbcworldservice: Number dead in #Pakistan #quake is 348 and rising + 513 injured + 2 army units helping in rescue, disaster operations â€¦"
Gwadar coast,"RT @OfficialWarid: Have you seen the island that has emerged near the #Gwadar coast due to the recent #Earthquake? Apparently, it is emittiâ€¦"
Sumatra,"On 30th #September, 2009 - A 7.9 magnitude #earthquake strikes just off the coast of #Sumatra, killing around 1,100 in #Indonesia."
Indonesia,"On 30th #September, 2009 - A 7.9 magnitude #earthquake strikes just off the coast of #Sumatra, killing around 1,100 in #Indonesia."
kistan,Witness to Pakistan blast: 'Women and children were burning': At least 40 people were killed and abo  http://t.co/7BObBIbN1n #pakistan
Pakistan,Witness to Pakistan blast: 'Women and children were burning': At least 40 people were killed and abo  http://t.co/7BObBIbN1n #pakistan
kistan,Witness to Pakistan blast: 'Women and children were burning': At least 40 people were killed and abo  http://t.co/7BObBIbN1n #pakistan
kistan,Witness to Pakistan blast: 'Women and children were burning': At least 40 people were killed and abo  http://t.co/7BObBIbN1n #pakistan
Pakistan,Witness to Pakistan blast: 'Women and children were burning': At least 40 people were killed and abo  http://t.co/7BObBIbN1n #pakistan
kistan,Witness to Pakistan blast: 'Women and children were burning': At least 40 people were killed and abo  http://t.co/7BObBIbN1n #pakistan
Balochistan,RT @MrARQ_NEWS: #Pakistan: DG ISPR says 476 people died and 425 received injuries in the recent #earthquake in #Balochistan #FB #MrARQ #Info
Balochistan,RT @MrARQ_NEWS: #Pakistan: DG ISPR says 476 people died and 425 received injuries in the recent #earthquake in #Balochistan #FB #MrARQ #Info
PAKISTAN,"#PAKISTAN 2000 personnel of #army providing relief, 476 people killed, half million injured in #Balochistan #earthquake DG #ISPR #PMLN #NP"
Balochistan,"#PAKISTAN 2000 personnel of #army providing relief, 476 people killed, half million injured in #Balochistan #earthquake DG #ISPR #PMLN #NP"
Balochistan,"#PAKISTAN 2000 personnel of #army providing relief, 476 people killed, half million injured in #Balochistan #earthquake DG #ISPR #PMLN #NP"
PAKISTAN,"#PAKISTAN 2000 personnel of #army providing relief, 476 people killed, half million injured in #Balochistan #earthquake DG #ISPR #PMLN #NP"
Pakistan,Reports of between 3 and 6 killed in Monday morning drone strike in #Pakistan http://t.co/ZR7v3InN9j
Pakistan,#pakistan Nasa releases images of new island formed in Pakistan earthquake - The Independent http://t.co/OgUXI8p3R6
Pakistan,Hundreds dead in #Pakistan earthquake -  25 September 2013 Last updated at 00:21 ET People rushed out of their  http://t.co/2xNCnn8jRm
Pakistan,RT @Twittistaan: NASA has released images of the new island formed after an earthquake in #Pakistan http://t.co/X3zSNm0Ma8 via @Independent
Balochistan,CM #Balochistan: As many as 600 people sustained injuries in 2 #earthquakes.
Iquique,RT @Ferris_McFly: @eliroth 300 prisoners reportedly escaped during #earthquake in Iquique - #Chile. Thats fucking insane!
Chile,RT @Ferris_McFly: @eliroth 300 prisoners reportedly escaped during #earthquake in Iquique - #Chile. Thats fucking insane!
Chile,RT @RT_com: BREAKING: Over 300 female inmates flee #Chile #prison after massive quake http://t.co/29QyVqsjJP //viram? verdade.
Arica,"RT @9NewsAUS: JUST IN: A fire has broken out in #Arica,  http://t.co/qjrdaeljop #Pacific #Chile #Hawaii #SouthAmerica via @9NewsBrisbane"
Chile,Pray for #Chile tonight! There was an 8.2 earthquake off the coast earlier & from what I've seen/read there is a lot of damage. Please pray.
Chile,"RT @Hits93Toronto: BREAKING: Armed forces dispatched after 300 prisoners reportedly escape Iquique, #Chile, prison after quake, Minister of…"
Iquique,"RT @Hits93Toronto: BREAKING: Armed forces dispatched after 300 prisoners reportedly escape Iquique, #Chile, prison after quake, Minister of…"
Chile,"RT @an_news: Two people confirmed dead and three seriously injured in the #Chile #earthquake, which generated a #tsunami, off the northern …"
Chile,"RT @an_news: Two people confirmed dead and three seriously injured in the #Chile #earthquake, which generated a #tsunami, off the northern …"
Chile,RT @Plan_Prep_Live: A restaurant by the sea shore burning after a powerful 8.2-magnitude #earthquake hit off #Chile's Pacific coast http://…
sea shore,RT @Plan_Prep_Live: A restaurant by the sea shore burning after a powerful 8.2-magnitude #earthquake hit off #Chile's Pacific coast http://…
chile,Chile's Interior Minister Rodrigo Penailillo says five people have died in the 8.2 magnitude quake #chilequake
Chile,Chile's Interior Minister Rodrigo Penailillo says five people have died in the 8.2 magnitude quake #chilequake
Chile,RT @faiya: #PrayForChile «@bbcworldservice Chile's Interior Minister says 5 dead after earthquake. Latest updates on #BBCNewsday http://t.c…
Chile,"The Chile earthquake has been upgraded to 8.2. The death toll has risen to five, and tsunami warnings have been  http://t.co/UzHGLcTLBO"
Chile,"Details: Massive 8.2 Quake Rattles #Chile, 5 Dead - JAAG TV http://t.co/8HLEK8JOrX"
Chile,"In the #News at 4: 500 feared dead as earthquake rocks Chile, Landmark High Court Decision on gender definition & a Cat could be back in AFL"
bolivia,People run into street after feeling 8.2 #earthquake that struck off #Chile. 0430G #938185 #terremoto #peru #latam #amsur #bolivia #tsunami
Chile,RT @NewsSourceLA: #BREAKING: Interior minister: 5 deaths reported in 8.2-magnitude earthquake that hit off coast of northern Chile.
Chile,"Fallout from #Chile 8.2 quake: 5 dead, tsunami, evacuation of coast, landslides, some fires, & 300 + inmates breaking out of women's prison"
Chile,"Fallout from #Chile 8.2 quake: 5 dead, tsunami, evacuation of coast, landslides, some fires, & 300 + inmates breaking out of women's prison"
Chile,"Fallout from #Chile 8.2 quake: 5 dead, tsunami, evacuation of coast, landslides, some fires, & 300 + inmates breaking out of women's prison"
Chile,"Fallout from #Chile 8.2 quake: 5 dead, tsunami, evacuation of coast, landslides, some fires, & 300 + inmates breaking out of women's prison"
Chile,"Fallout from #Chile 8.2 quake: 5 dead, tsunami, evacuation of coast, landslides, some fires, & 300 + inmates breaking out of women's prison"
Chile,RT @Moneyweb: Magnitude 8.2 #earthquake hits the coast of #Chile. Two people confirmed dead and three seriously injured. http://t.co/fPLiBh…
Chile,RT @Moneyweb: Magnitude 8.2 #earthquake hits the coast of #Chile. Two people confirmed dead and three seriously injured. http://t.co/fPLiBh…
Chile,RT @_B_Ryan: Expect 8.2 Chile earthquake to set off tremors around fracking injection wells. http://t.co/XZWfm3rq3j #cdnpoli #evilendbridge
Chile,via @NOLAnews Death toll at 5 after Chile earthquake; tsunami alert still in effect http://t.co/POIhxjj5WG
Chile,5 deaths reported in 8.2-magnitude earthquake that hit off Chile. All tsunami warnings and watches was canceled http://t.co/WMtN0NwPg4
Chile,"RT @jarekkuzniar: Nowe ZDJECIA z #Chile ""@RT_com: Damage & fires in northern #Chile following 8.2 quake http://t.co/6pXO7G4VqV http://t.co/…"
Chile,"RT @jarekkuzniar: Nowe ZDJECIA z #Chile ""@RT_com: Damage & fires in northern #Chile following 8.2 quake http://t.co/6pXO7G4VqV http://t.co/…"
CHILE,RT @_LePakeh: BREAKING: #TSUNAMI HITS #CHILE CAUSING MASS DESTRUCTION. AFTER MASSIVE 8.2 QUAKE. http://t.co/VhwZ5m7m50
CHILE,RT @_LePakeh: BREAKING: #TSUNAMI HITS #CHILE CAUSING MASS DESTRUCTION. AFTER MASSIVE 8.2 QUAKE. http://t.co/VhwZ5m7m50
Chile,5 Dead After Powerful Quake Strikes Off Chile's Coast: A powerful earthquake with a preliminary magnitude of 8  http://t.co/Lz57sq3i8K
Chile,#latestnews Massive 8.2 earthquake off Chile coast sparks tsunami - Indian Express: Indian ExpressMassive 8.2   http://t.co/OaVFsV2jhs
Chile,"Magnitude-8.2 earthquake off northern coast of Chile kills five, prompts evacuations http://t.co/gK8tgGU7hd"
Chile,"RT @News1130radio: BREAKING Tsunami warnings now cancelled for Chile and Peru, 5 people are confirmed dead after the earthquake"
Chile,#Teamfollowback #RT North Chile Magnitude-8.2 Coastal Earthquake Kills Five - Businessweek http://t.co/Fc42zHcgkE
Chile,President Cautious as 8.2 Quake Kills 5 in Chile: Chile's President Bachelet cautious on tsunami threat as 8.2 quake kills 5 in north 
Chile,President Cautious as 8.2 Quake Kills 5 in Chile: Chile's President Bachelet cautious on tsunami threat as 8.2 quake kills 5 in north 
Pacific coast,RT @RoomeeTimes: Chile #Earthquake: Tsunami to make landfall along Pacific coast http://t.co/irCqu0BaGc
Chile,"RT @NewIndianXpress: #Tsunami Hits #Chile , 5 Dead in Magnitude-8.2 Quake - http://t.co/eqXxPJVANM #ChileEarthquake"
Chile,"RT @NewIndianXpress: #Tsunami Hits #Chile , 5 Dead in Magnitude-8.2 Quake - http://t.co/eqXxPJVANM #ChileEarthquake"
Chile,2 Confirmed Dead In Chile After Massive Earthquake Struck: Two people were confirmed dead and three were serio  http://t.co/7clXwlzjXF
