place name,type of impact,impact place relation,modifier place relation,severity impact relation,item impact relation,tweet text,impact category,geometry
Mashkai,Damages,Mashkai damages,,Nearly all damages,town damages,"RT @etribune: (News) Scale of #damages: Nearly all of #Mashkai town flattened, say survivors http://t.co/ESwmFWvesS #Balochistan #earthquake",Damage,POINT (65.66962 27.12478)
Mashkai,Flattened,Mashkai flattened,,Nearly all flattened,town flattened,"RT @etribune: (News) Scale of #damages: Nearly all of #Mashkai town flattened, say survivors http://t.co/ESwmFWvesS #Balochistan #earthquake",Other,POINT (65.66962 27.12478)
Karachi,Dead,Karachi dead,in Karachi,3 dead,school girls dead,"RT @husainhaqqani: RT@omar_quraishi: 3 school girls found dead today -- all wearing uniform - all in their teens - one in Karachi, 2 in Guj…",Death,POINT (67.0104 24.8608)
Balochistan,Damages,Balochistan damages,,,,RT @BhaiChod: #Satellite images of the damages #Earthquake #Balochistan #Awaran http://t.co/NqiFgqVN1c and #Gajar http://t.co/JQ6hl8ftlt #U…,Damage,POINT (65.64355 28.47849)
Awaran,Damages,Awaran damages,,,,RT @BhaiChod: #Satellite images of the damages #Earthquake #Balochistan #Awaran http://t.co/NqiFgqVN1c and #Gajar http://t.co/JQ6hl8ftlt #U…,Damage,POINT (65.42944 26.21157)
Gajar,Damages,Gajar damages,,,,RT @BhaiChod: #Satellite images of the damages #Earthquake #Balochistan #Awaran http://t.co/NqiFgqVN1c and #Gajar http://t.co/JQ6hl8ftlt #U…,Damage,POINT (1.53326 45.1589)
Pakistan,Deaths,Pakistan deaths,in Pakistan,,,RT @PT_Foundation: .@TBIJ has launched a news website to track drone deaths in #Pakistan  http://t.co/0hoSRFIX9J @STWuk #AntiWar @_AntiWar_…,Death,POINT (70 30)
Balochistan coast,Emerged,Balochistan coast emerged,off the Balochistan coast,Two more emerged,islands emerged,RT @mirza9: Two more islands have emerged off the #Balochistan coast after the earthquake - http://t.co/XqvTgo46gJ #Pakistan,Other,POINT (64 25.5)
Pakistan,Death,Pakistan death,,515 death,,"RT @LBCI_News_EN: #Pakistan quake death toll reaches 515, separatist insurgents hampering relief effort-provincial official -Reuters",Death,POINT (70 30)
Gwadar,Wounded,Gwadar Wounded,,,people Wounded,"RT @q_nida: 300,000+ people have been affected over five districts; Awaran, Panjgur, Chaghi, Khuzdar and Gwadar. Deaths: 358 Wounded: 530. …",Other,POINT (62.32541 25.12163)
Panjgur,Wounded,Panjgur Wounded,,,people Wounded,"RT @q_nida: 300,000+ people have been affected over five districts; Awaran, Panjgur, Chaghi, Khuzdar and Gwadar. Deaths: 358 Wounded: 530. …",Other,POINT (64.13252 26.95455)
Chaghi,Wounded,Chaghi Wounded,,,people Wounded,"RT @q_nida: 300,000+ people have been affected over five districts; Awaran, Panjgur, Chaghi, Khuzdar and Gwadar. Deaths: 358 Wounded: 530. …",Other,POINT (46.3489 38.75005)
Balochistan,Died,Balochistan died,in Balochistan,700 died,people died,â€œ@CapitalTV_News: More than 700 people died because of #Earthquake in #Balochistan and the government was nowhere - @FauziaKasuri #PTI,Death,POINT (65.64355 28.47849)
Pakistan,Kills,Pakistan kills,,17 kills,government workers kills,#Bus #bomb in #Pakistan kills 17 government workers and leaves over 40 injured http://t.co/3HvbG9kOut http://t.co/mgtHGU6Gsu,Death,POINT (70 30)
Pakistan,Injured,Pakistan injured,,over 40 injured,government workers injured,#Bus #bomb in #Pakistan kills 17 government workers and leaves over 40 injured http://t.co/3HvbG9kOut http://t.co/mgtHGU6Gsu,Injury,POINT (70 30)
Pakistan,Clash,Pakistan clash,,,local commander clash,#Karachi: #TTP local commander killed in clash http://t.co/PZlkhLxxLl  #Pakistan svia @sharethis,Other,POINT (70 30)
Karachi,Clash,Karachi clash,,,local commander clash,#Karachi: #TTP local commander killed in clash http://t.co/PZlkhLxxLl  #Pakistan svia @sharethis,Other,POINT (67.0104 24.8608)
Karachi,Killed,Karachi killed,,,local commander killed,#Karachi: #TTP local commander killed in clash http://t.co/PZlkhLxxLl  #Pakistan svia @sharethis,Death,POINT (67.0104 24.8608)
Pakistan,Killed,Pakistan killed,,,local commander killed,#Karachi: #TTP local commander killed in clash http://t.co/PZlkhLxxLl  #Pakistan svia @sharethis,Death,POINT (70 30)
Pakistan,Killed,Pakistan killed,in Pakistan,"2,500+ killed",,"RT @AhmerMurad: Who dies in drone strikes? @TBIJ launches #NamingTheDead project to identify the 2,500+ killed in #Pakistan http://t.co/M0C…",Death,POINT (70 30)
Pakistan,Killed,Pakistan killed,in Pakistan,515 killed,,"RT @DDNewsLive: 515 killed in #Pakistan's #earthquake, rescue teams still to reach several remote areas",Death,POINT (70 30)
Peshawar,Died,Peshawar died,in Peshawar,More than 700 died,people died,More than 700 people died in #Earthquake and 80 in #Peshawar Blast. But indifferent #KingOfRaiwind is just having a fun on foreign tours.,Death,POINT (71.57849 34.008)
Awaran district,Firing,Awaran district Firing,in Awaran district,helicopter Firing,,"RT @faizanlakhani: Firing at helicopter carrying relief goods for earthquake victims in Awaran district, no loss reported. #Pakistan",Other,POINT (65.42944 26.21157)
Awaran,Home Less,Awaran home less,in Awaran,millions home less,,"RT @SBaloch8: Death toll has reached 1000+ and still counting,thousands injured, millions home less in #Awaran #OccupiedBalochistan #Balochâ€¦",Other,POINT (65.42944 26.21157)
Awaran,Death,Awaran Death,in Awaran,1000+ Death,,"RT @SBaloch8: Death toll has reached 1000+ and still counting,thousands injured, millions home less in #Awaran #OccupiedBalochistan #Balochâ€¦",Death,POINT (65.42944 26.21157)
Awaran,Injured,Awaran injured,in Awaran,thousands injured,,"RT @SBaloch8: Death toll has reached 1000+ and still counting,thousands injured, millions home less in #Awaran #OccupiedBalochistan #Balochâ€¦",Injury,POINT (65.42944 26.21157)
Pakistan,Destroyed,Pakistan destroyed,,"21,000 destroyed",homes destroyed,"300,000 people have been affected, 21,000 homes have been destroyed and over 350 people have died. #earthquake #Pakistan",Damage,POINT (70 30)
Pakistan,Affected,Pakistan affected,,"300,000 affected",people affected,"300,000 people have been affected, 21,000 homes have been destroyed and over 350 people have died. #earthquake #Pakistan",Other,POINT (70 30)
Pakistan,Died,Pakistan died,,350 died,people died,"300,000 people have been affected, 21,000 homes have been destroyed and over 350 people have died. #earthquake #Pakistan",Death,POINT (70 30)
Pakistan,Death,Pakistan Death,,355 Death,,Death Toll in Earthquake in Pakistan Climbs To 355 http://t.co/puoFx7TcHP #quake #earthquake,Death,POINT (70 30)
Pakistani,Death,Pakistani Death,,,,RT @Wekhevixwaz: #Balochistan hit with 7.8 magnitude earthquake. Death toll continues to rise. How is the #Pakistani government responding?,Death,POINT (70 30)
Balochistan,Death,Balochistan Death,,,,RT @Wekhevixwaz: #Balochistan hit with 7.8 magnitude earthquake. Death toll continues to rise. How is the #Pakistani government responding?,Death,POINT (65.64355 28.47849)
Pakistan,Toll,Pakistan Toll,,515 Toll,,"RT @MansingBhor: No one discussing about the #Pakistan earthquake? Toll reaches 515, insurgents hamper aid efforts http://t.co/lJn7kxNK2D #â€¦",Other,POINT (70 30)
Orangi Town,Dead,Orangi Town dead,in Orangi Town,One dead,,One dead several injured as bus overturns in Orangi Town  #pakistan,Death,POINT (66.99295 24.93821)
pakistan,Dead,pakistan dead,,One dead,,One dead several injured as bus overturns in Orangi Town  #pakistan,Death,POINT (70 30)
pakistan,Injured,pakistan injured,,several injured,,One dead several injured as bus overturns in Orangi Town  #pakistan,Injury,POINT (70 30)
Orangi Town,Injured,Orangi Town injured,in Orangi Town,several injured,,One dead several injured as bus overturns in Orangi Town  #pakistan,Injury,POINT (66.99295 24.93821)
Pakistan,Taken,Pakistan taken,,500 taken,lives taken,Meanwhile in #Pakistan a devastating earthquake has taken over 500 lives...Help out by donating to Baloch CM's Fund http://t.co/3LbkOlJg3Y,Other,POINT (70 30)
Pakistan,Die,Pakistan die,,Hundreds die,,Hundreds die in a 7.7-magnitude #Pakistan #earthquake  http://t.co/zXcCGULBwc,Death,POINT (70 30)
Pakistan,Death,Pakistan death,,,,RT @Faiz_Baluch: #Balochistan quake death toll continues to climb - AlJazeera exposed the lies of Pakistan Govt relief operations http://t.…,Death,POINT (70 30)
Balochistan,Death,Balochistan death,,,,RT @Faiz_Baluch: #Balochistan quake death toll continues to climb - AlJazeera exposed the lies of Pakistan Govt relief operations http://t.…,Death,POINT (65.64355 28.47849)
Balochistan,Injuries,Balochistan Injuries,In Balochistan,100 Injuries,,RT @Meher_J: @AFP @AP @Unesco @Unicef Just In: Death Toll In #Balochistan Expctd To Reach 50 ..100 Injuries Reported ..#BalochistanEarthQua…,Injury,POINT (65.64355 28.47849)
Balochistan,Death,Balochistan Death,In Balochistan,50 Death,,RT @Meher_J: @AFP @AP @Unesco @Unicef Just In: Death Toll In #Balochistan Expctd To Reach 50 ..100 Injuries Reported ..#BalochistanEarthQua…,Death,POINT (65.64355 28.47849)
Pakistan,Destroyed,Pakistan destroyed,of Pakistan,,houses destroyed,"Another strong Jolt of #EarthQuake hit the #Baluchistan province of Pakistan,Many houses wr destroyed,Many civil remained under collapsed",Damage,POINT (70 30)
Baluchistan,Destroyed,Baluchistan destroyed,,,houses destroyed,"Another strong Jolt of #EarthQuake hit the #Baluchistan province of Pakistan,Many houses wr destroyed,Many civil remained under collapsed",Damage,POINT (65.64355 28.47849)
Awaran,Buried Under Rubble,Awaran buried under rubble,,dozens buried under rubble,,"RT @CNBCPAKISTAN: DC #Awaran says several houses damaged due to latest #earthquake, dozens buried under rubble, rescue work underway #Balocâ€¦",Other,POINT (65.42944 26.21157)
Awaran,Damaged,Awaran damaged,,several damaged,houses damaged,"RT @CNBCPAKISTAN: DC #Awaran says several houses damaged due to latest #earthquake, dozens buried under rubble, rescue work underway #Balocâ€¦",Damage,POINT (65.42944 26.21157)
Pakistan,Dead,Pakistan dead,,2013 dead,,2013 dead .. a disgrace odyssey #earthquake #Balochistan #Pakistan,Death,POINT (70 30)
Balochistan,Dead,Balochistan dead,,2013 dead,,2013 dead .. a disgrace odyssey #earthquake #Balochistan #Pakistan,Death,POINT (65.64355 28.47849)
Panjgur,Killed,Panjgur killed,in Panjgur,5 killed,,"#PAK #QUETTA 5militants killed in exchange of gunfire as they attacked security check-post in Panjgur area of #Balochistan ,FC officials say",Death,POINT (64.13252 26.95455)
Balochistan,Killed,Balochistan killed,in Balochistan,5 killed,,"#PAK #QUETTA 5militants killed in exchange of gunfire as they attacked security check-post in Panjgur area of #Balochistan ,FC officials say",Death,POINT (65.64355 28.47849)
Kashmir,Killed,Kashmir killed,in Kashmir,"73,000 killed",,"RT @Senator_Baloch: #Baloch friendly #Earthquake or Suppression of Information? A 7.6 quake in Kashmir killed 73,000. How a 7.7 destroy onl…",Death,POINT (75.40781 33.5329)
Balochistan,Death,Balochistan death,,366 death,,RT @dawn_com: Another #earthquake jolts shattered #Balochistan district; death toll rises to 366 http://t.co/i3bLvb5Cdu #Awaran #Pakistan,Death,POINT (65.64355 28.47849)
Nokju,Death,Nokju Death,,4 Death,bodies Death,"RT @siddegreat: Update: Death toll in today's magnitude 7.2 #earthquake rises to 11. 7 bodies found in Nokju, 4 found in Lathi #Awaran #Bal…",Death,POINT (60.51092 27.18815)
Lathi,Death,Lathi Death,in Lathi,4 Death,bodies Death,"RT @siddegreat: Update: Death toll in today's magnitude 7.2 #earthquake rises to 11. 7 bodies found in Nokju, 4 found in Lathi #Awaran #Bal…",Death,POINT (167.11667 -14.96667)
Mashkay,Injured,Mashkay injured,in Mashkay,many injured,,RT @Baahirezaman: 12 confirmed dead many injured because of today's #earthquake in #Mashkay - Govt. Of #Balochistan,Injury,POINT (69.25343 33.64944)
Balochistan,Dead,Balochistan dead,,12 dead,,RT @Baahirezaman: 12 confirmed dead many injured because of today's #earthquake in #Mashkay - Govt. Of #Balochistan,Death,POINT (65.64355 28.47849)
Mashkay,Dead,Mashkay dead,in Mashkay,12 dead,,RT @Baahirezaman: 12 confirmed dead many injured because of today's #earthquake in #Mashkay - Govt. Of #Balochistan,Death,POINT (69.25343 33.64944)
Balochistan,Injured,Balochistan injured,,many injured,,RT @Baahirezaman: 12 confirmed dead many injured because of today's #earthquake in #Mashkay - Govt. Of #Balochistan,Injury,POINT (65.64355 28.47849)
Pakistan,Dead,Pakistan dead,in Pakistan,At least 12 dead,,RT @AlArabiya_Eng: #BreakingNews: At least 12 dead in powerful new #Pakistan earthquake: officials,Death,POINT (70 30)
Balochistan,Dead,Balochistan dead,,At least 12 dead,,RT @xe_m: At least 12 dead in powerful new Balochistan earthquake: officials http://t.co/RQHfr0W4IZ #Pakistan,Death,POINT (65.64355 28.47849)
Pakistan,Dead,Pakistan dead,,At least 12 dead,,RT @xe_m: At least 12 dead in powerful new Balochistan earthquake: officials http://t.co/RQHfr0W4IZ #Pakistan,Death,POINT (70 30)
Pakistan,Killed,Pakistan killed,in Pakistan,15 killed,,15 killed as powerful 7.2-magnitude aftershock hits #Balochistan in #Pakistan,Death,POINT (70 30)
Balochistan,Killed,Balochistan killed,in Balochistan,15 killed,,15 killed as powerful 7.2-magnitude aftershock hits #Balochistan in #Pakistan,Death,POINT (65.64355 28.47849)
Mashkay,Killed,Mashkay killed,Nokjo area of Mashkay,More than 20 killed,,-Update: More than 20 killed in another powerful 7.2 magnitude earthquake in Nokjo area of Mashkay #Balochistan. Death toll feared to rise.,Death,POINT (69.25343 33.64944)
Balochistan,Killed,Balochistan killed,,More than 20 killed,,-Update: More than 20 killed in another powerful 7.2 magnitude earthquake in Nokjo area of Mashkay #Balochistan. Death toll feared to rise.,Death,POINT (65.64355 28.47849)
Balochistan,Death,Balochistan Death,,feared to rise Death,,-Update: More than 20 killed in another powerful 7.2 magnitude earthquake in Nokjo area of Mashkay #Balochistan. Death toll feared to rise.,Death,POINT (65.64355 28.47849)
Mashkay,Death,Mashkay Death,Nokjo area of Mashkay,feared to rise Death,,-Update: More than 20 killed in another powerful 7.2 magnitude earthquake in Nokjo area of Mashkay #Balochistan. Death toll feared to rise.,Death,POINT (69.25343 33.64944)
Pakistan,Killed,Pakistan killed,,12 killed,,RT @dawn_com: 12 killed as another quake jolts shattered #Balochistan district | Updates http://t.co/i3bLvb5Cdu #Awaran #Pakistan #earthquaâ€¦,Death,POINT (70 30)
Balochistan district,Killed,Balochistan district killed,,12 killed,,RT @dawn_com: 12 killed as another quake jolts shattered #Balochistan district | Updates http://t.co/i3bLvb5Cdu #Awaran #Pakistan #earthquaâ€¦,Death,POINT (67.00141 30.18414)
new island,Creation,new island creation,,,,#NASA satellite images confirm creation of new island after #Pakistan earthquake. http://t.co/3MFCzUXKWu,Other,POINT (140 -5)
Awaran,Death,Awaran death,,above 1000 death,,"RT @janbaloch45: 90 percent of #Awaran,after Earthquake destroyed-death toll above 1000 - Shelter, Food and Medicine needed .@secgen http:/…",Death,POINT (65.42944 26.21157)
Pakistan,Dead,Pakistan dead,,270+ dead,,RT @theOFDA: Death toll rising in #Pakistan: 270+ now dead &amp; hundreds more injured by yesterday's #earthquake. Our experts are monitoring tâ€¦,Death,POINT (70 30)
Pakistan,Injured,Pakistan injured,,hundreds more injured,,RT @theOFDA: Death toll rising in #Pakistan: 270+ now dead &amp; hundreds more injured by yesterday's #earthquake. Our experts are monitoring tâ€¦,Injury,POINT (70 30)
pakistan,Kills,pakistan kills,,15 kills,,RT @AlertNet: Aftershock kills 15 in quake-hit Pakistan province http://t.co/ZXmY98Lqya #pakistan #earthquake #quake,Death,POINT (70 30)
Pakistan,Kills,Pakistan kills,,15 kills,,RT @AlertNet: Aftershock kills 15 in quake-hit Pakistan province http://t.co/ZXmY98Lqya #pakistan #earthquake #quake,Death,POINT (70 30)
Pakistan,Died,Pakistan died,,400 died,people died,"A 6.8-magnitude earthquake has struck #Pakistan, in a region where at least 400 people died in a quake this week http://t.co/E4CYkv4UAP",Death,POINT (70 30)
Balochistan,Death,Balochistan Death,,515 Death,,"According to UNDP #Earthquake Update: Death toll rises to 515 |  #Balochistan ,  #Quetta ,  #Awaran  #Pakistan",Death,POINT (65.64355 28.47849)
Awaran,Death,Awaran Death,,515 Death,,"According to UNDP #Earthquake Update: Death toll rises to 515 |  #Balochistan ,  #Quetta ,  #Awaran  #Pakistan",Death,POINT (65.42944 26.21157)
Pakistan,Death,Pakistan Death,,515 Death,,"According to UNDP #Earthquake Update: Death toll rises to 515 |  #Balochistan ,  #Quetta ,  #Awaran  #Pakistan",Death,POINT (70 30)
Pakistan,Kills,Pakistan kills,,12 kills,,"New #Pakistan quake kills 12; militants kill 4 troops, military says http://t.co/xbl0GNAsri",Death,POINT (70 30)
Pakistan,Kill,Pakistan kill,,12 kills,troops kill,"New #Pakistan quake kills 12; militants kill 4 troops, military says http://t.co/xbl0GNAsri",Death,POINT (70 30)
PAKISTAN,Dead,PAKISTAN dead,,at least 22 dead,,"#PAKISTAN Pakistan hit by another earthquake in same place, at least 22 dead - GlobalPost",Death,POINT (70 30)
Balochistan,Killed,Balochistan killed,,At least 25 killed,people killed,#BalochistanEarthquaeke At least 25 people have reportedly been killed as a second powerful earthquake has struck occupied #Balochistan,Death,POINT (65.64355 28.47849)
Peshawar,Killed,Peshawar killed,in Peshawar,85 killed,,#Pakistan church bomb: Christians mourn 85 killed in Peshawar suicide attack - The Guardian http://t.co/8Y2Ss0YfIf #IIC,Death,POINT (71.57849 34.008)
